oid,barcode,brandCode,category,categoryCode,cpgoid,cpgref,name,topBrand
5fff3aa0be37ce2bb7930119,511111019589,TEST BRANDCODE @1610562208680,Baking,BAKING,5fff3aa0be37ce2bb7930116,Cogs,test brand @1610562208680,0
6000a0c9be37ce2bb7930121,511111019657,TEST BRANDCODE @1610653897113,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1610653897113,0
6000b8c3be37ce321363c6c3,511111019701,TEST BRANDCODE @1610660035827,Baking,BAKING,6000b8c3be37ce321363c6bf,Cogs,test brand @1610660035827,0
601ac115be37ce2ead437551,511111019862,NULL,Baking,BAKING,601ac114be37ce2ead437550,Cogs,test brand @1612366101024,0
6026d757be37ce6369301468,511111019930,TEST BRANDCODE @1613158231644,Baking,BAKING,6026d757be37ce6369301467,Cogs,test brand @1613158231643,0
5a5d2c1fe4b06ba572cf24a8,511111100065,SEDAL,Beauty & Personal Care,NULL,53e10d6368abd3c7065097cc,Cogs,Sedal,NULL
5a5d28ade4b0db471c2d0431,511111100133,TYSKIE GRONIE,Beer Wine Spirits,NULL,5332f709e4b03c9a25efd0f1,Cogs,Tyskie,NULL
5a5d1fbfe4b0db471c2d0428,511111100294,HOP VALLEY,Beer Wine Spirits,NULL,5332f709e4b03c9a25efd0f1,Cogs,Hop Valley,NULL
5a5d1e5fe4b06ba572cf249d,511111100348,MR. YOSHIDA'S,Condiments & Sauces,NULL,559c2234e4b06aca36af13c6,Cogs,MR. YOSHIDA'S,0
5a5d1acce4b0db471c2d0421,511111100416,NUT HARVEST,Snacks,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,NUT HARVEST,NULL
5a0218cae4b00efe02b02a59,511111100577,Q-TIPS,Personal Care,NULL,5332f5f6e4b03c9a25efd0b4,Cogs,Q-TIPS,0
59dfaad1e4b0a56a2fa69abc,511111100621,GODIVA DRY PACKAGED DESSERTS,Baking,NULL,559c2234e4b06aca36af13c6,Cogs,GODIVA Instant Pudding Mix,0
592486bee410d61fcea3d130,511111100782,KNORR,Grocery,NULL,5332f5f6e4b03c9a25efd0b4,Cogs,KNORR,0
592486bee410d61fcea3d129,511111100850,,Personal Care,NULL,5332f5f6e4b03c9a25efd0b4,Cogs,DOVE MEN+CARE,0
592486bde410d61fcea3d124,511111100904,CARESS,Personal Care,NULL,5332f5f6e4b03c9a25efd0b4,Cogs,CARESS,0
58b598dbe4b0857c2ddb7253,511111101017,MICKEY'S,Beer Wine Spirits,NULL,5332f709e4b03c9a25efd0f1,Cogs,Mickey's,0
5887a17ee4b02187f85cdad3,511111101178,MIO,Beverages,NULL,559c2234e4b06aca36af13c6,Cogs,Mio,0
58863e1ee4b02187f85cdace,511111101222,OSCAR MAYER,Deli,NULL,559c2234e4b06aca36af13c6,Cogs,Oscar Mayer,0
58861c7e4e8d0d20bc42c4e4,511111101383,,Beer Wine Spirits,NULL,5332f709e4b03c9a25efd0f1,Cogs,Milwaukee's Best Light,NULL
585b0b23e4b03e62d1ce0e99,511111101451,QUAKER,Breakfast & Cereal,NULL,53e10d6368abd3c7065097cc,Cogs,Quaker,0
585a9720e4b03e62d1ce0e94,511111101505,SUN CHIPS,Snacks,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,Sun Chips,NULL
585a968ee4b03e62d1ce0e82,511111101666,MISS VICKIE'S,Snacks,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,Miss Vickies,NULL
585a9653e4b03e62d1ce0e7b,511111101734,DOLE CHILLED FRUIT JUICES,Beverages,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,Dole Chilled Fruit Juices,0
57ed0697e4b072ac2294b8f2,511111101895,A.1.,Condiments & Sauces,NULL,559c2234e4b06aca36af13c6,Cogs,A.1.,1
57ebc2bde4b0ac389136a348,511111101949,,Frozen,NULL,559c2234e4b06aca36af13c6,Cogs,Poppers,0
57ebc12ce4b0ac389136a33c,511111102052,,Condiments & Sauces,NULL,559c2234e4b06aca36af13c6,Cogs,Kraft Mayo,0
57ebc01fe4b0ac389136a337,511111102106,JET-PUFFED,Baking,NULL,559c2234e4b06aca36af13c6,Cogs,Jet-Puffed,0
57e58166e4b0ac389136a30b,511111102267,FOSTER'S,Beer Wine Spirits,NULL,5332f709e4b03c9a25efd0f1,Cogs,Foster's,0
57d96112e4b0ac389136a2b8,511111102335,ORE-IDA,Frozen,NULL,559c2234e4b06aca36af13c6,Cogs,Ore-Ida,0
57c08257e4b0718ff5fcb034,511111102496,NULL,NULL,NULL,5332f7a7e4b03c9a25efd134,Cpgs,Hoegaarden,NULL
57c08106e4b0718ff5fcb02c,511111102540,NULL,NULL,NULL,5332f5f2e4b03c9a25efd0aa,Cpgs,MorningStar,NULL
55b630e1e4b0d8e685c14220,511111102618,NULL,NULL,NULL,55b62995e4b0d8e685c14213,Cogs,A&W Rootbeer,NULL
540f240768abd3c7065097d4,511111102779,NULL,NULL,NULL,56462469e4b0c05761111936,Cogs,Frito Lay,NULL
53501d2ab9237fd7718f9e19,511111102823,NULL,NULL,NULL,53501d2ab9237fd7718f9e18,Cpgs,Emils,NULL
5332fa79e4b03c9a25efd227,511111102984,NULL,NULL,NULL,5332f5ebe4b03c9a25efd0a8,Cpgs,Caffeine-free Coca-Cola,NULL
5332fa1ae4b03c9a25efd1e9,511111103097,NULL,NULL,NULL,5332fa12e4b03c9a25efd1e7,Cpgs,Roma,NULL
5332fa05e4b03c9a25efd1d6,511111103141,NULL,NULL,NULL,5332f5f2e4b03c9a25efd0aa,Cpgs,Krave,NULL
5332f9f4e4b03c9a25efd1ca,511111103219,NULL,NULL,NULL,5332f5f2e4b03c9a25efd0aa,Cpgs,Rice Krispies,NULL
5332f7eee4b03c9a25efd15e,511111103370,REDD'S ALE,Beer Wine Spirits,NULL,5332f709e4b03c9a25efd0f1,Cogs,Redd's Apple Ale,0
5332f7b7e4b03c9a25efd144,511111103424,NULL,NULL,NULL,5332f7a7e4b03c9a25efd134,Cpgs,Budweiser Black Crown,NULL
5332f79ee4b03c9a25efd131,511111103585,NULL,NULL,NULL,5332f5f3e4b03c9a25efd0ae,Cpgs,Cinnamon Toast Crunch,NULL
5332f772e4b03c9a25efd125,511111103653,NULL,NULL,NULL,5332f5f3e4b03c9a25efd0ae,Cpgs,Gold Medal,NULL
5332f762e4b03c9a25efd11e,511111103707,NULL,NULL,NULL,5332f5ebe4b03c9a25efd0a8,Cpgs,Glaceau vitaminwater zero,NULL
5332f6f4e4b03c9a25efd0ed,511111103868,NULL,NULL,NULL,5332f5ebe4b03c9a25efd0a8,Cpgs,Peace Tea,NULL
5332f603e4b03c9a25efd0be,511111103936,MUG Root Beer,Beverages,NULL,5332f5fbe4b03c9a25efd0ba,Cpgs,Mug Root Beer,0
5332f5f3e4b03c9a25efd0ad,511111104025,NULL,NULL,NULL,5332f5f3e4b03c9a25efd0ae,Cpgs,Gree Giant,NULL
5a8c363ce4b0ccf165fac9e7,511111104186,PACIFIC FOODS,Grocery,NULL,5a734034e4b0d58f376be874,Cogs,Pacific Foods,0
5a8f64c6e4b0a2e2844f5695,511111104254,KJELDSEN,Snacks,NULL,5a734034e4b0d58f376be874,Cogs,Kjeldsen,0
5ab1314de4b0915382df761a,511111104308,V8 SPLASH,Beverages,NULL,5a734034e4b0d58f376be874,Cogs,V8 Splash,0
5afda18ee4b0c11cfecd49f5,511111104469,LANCE,Snacks,NULL,5a734034e4b0d58f376be874,Cogs,Lance,0
5afda575e4b0c11cfecd49f9,511111104537,KETTLE BRAND,Snacks,NULL,5a734034e4b0d58f376be874,Cogs,Kettle Brand,0
5bd201a990fa074576779a19,511111104698,PULL UPS,Baby,NULL,550b2565e4b001d5e9e4146f,Cogs,Pull-Ups,0
5c49d24df0276e771967371a,511111104742,PURE BLISS,Baby,NULL,59b96571e4b0bf7c7980588b,Cogs,PURE BLISS,NULL
5cdad0f5166eb33eb7ce0faa,511111104810,J.L. KRAFT,Condiments & Sauces,NULL,559c2234e4b06aca36af13c6,Cogs,J.L. Kraft,NULL
5d6412d36d5f3b23d1bc7908,511111104971,511111104971,Magazines,NULL,5d5d4fd16d5f3b23d1bc7905,Cogs,Travel and Leisure Magazine,NULL
5d6415c66d5f3b23d1bc790c,511111105046,511111105046,Magazines,NULL,5d5d4fd16d5f3b23d1bc7905,Cogs,Food & Wine Magazine,NULL
5d6423ffa3a018514994f42c,511111105114,511111105114,Magazines,NULL,5d5d4fd16d5f3b23d1bc7905,Cogs,People Magazine,NULL
5d66d4666d5f3b6188d4f046,511111105275,511111105275,Magazines,NULL,5d5d4fd16d5f3b23d1bc7905,Cogs,Country Gardens Magazine,NULL
5d66d71fa3a018093ab34728,511111105329,511111105329,Magazines,NULL,5d5d4fd16d5f3b23d1bc7905,Cogs,Elegant Homes Magazine,NULL
5d66dfec6d5f3b6188d4f053,511111105480,ONE,Beverages,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,O.N.E. Coconut Water,NULL
5da603a71dda2c3e1416ae82,511111105558,A+D,Baby,BABY,5d9b4f591dda2c6225a284aa,Cogs,A+DÂ®,0
5da60649a60b87376833e34b,511111105602,ALEVE D SINUS & COLD,Health & Wellness,NULL,53e10d6368abd3c7065097cc,Cogs,ALEVEÂ® D SINUS & COLD,NULL
5da608a8a60b87376833e353,511111105763,511111105763,Health & Wellness,NULL,53e10d6368abd3c7065097cc,Cogs,MiraLAXÂ® Laxatives,NULL
5da609621dda2c3e1416ae8f,511111105831,511111105831,Health & Wellness,NULL,53e10d6368abd3c7065097cc,Cogs,ONE A DAYÂ® PRENATAL AND PREGNANCY,NULL
5daf4f9ca60b87376833e360,511111105992,REESE'S PUFFS,Breakfast & Cereal,NULL,5332f5f3e4b03c9a25efd0ae,Cogs,Reese'sÂ® Puffs,NULL
5daf68751dda2c3e1416ae9c,511111106081,RAISIN NUT BRAN,Breakfast & Cereal,NULL,5332f5f3e4b03c9a25efd0ae,Cogs,Raisin Nut Bran,NULL
5db77d891dda2c3e1416ae9f,511111106159,BAILEYS,Beverages,NULL,559c2234e4b06aca36af13c6,Cogs,Baileys Coffee Products,NULL
5db9f8c5a60b87376833e36a,511111106203,BETTY CROCKER GUSHERS,Snacks,NULL,5332f5f3e4b03c9a25efd0ae,Cogs,Fruit Gushersâ„¢,NULL
